Cliente,Dirección,Latitud,Longitud,Teléfono de contacto,Correo electrónico de contacto,Mes,Fecha
Cliente 79035,"Belgrano 500, Morón",-34.42407,-58.534479,1160079035,cte79035@duff.com.ar,October 2025,2025-10-27
Cliente 79036,"Av. Rivadavia 1000, CABA",-34.451954,-58.50352,1160079036,cte79036@duff.com.ar,October 2025,2025-10-27
Cliente 79037,"San Martín 800, Lanús",-34.405402,-58.561309,1160079037,cte79037@duff.com.ar,October 2025,2025-10-27
Cliente 79038,"Av. Mitre 200, Quilmes",-34.54881,-58.70541,1160079038,cte79038@duff.com.ar,October 2025,2025-10-27
Cliente 79039,"Av. Santa Fe 2300, Palermo",-34.409479,-58.724571,1160079039,cte79039@duff.com.ar,October 2025,2025-10-27
Cliente 79040,"Av. Libertador 15000, San Isidro",-34.526268,-58.726717,1160079040,cte79040@duff.com.ar,October 2025,2025-10-27
Cliente 79041,"Av. Libertador 15000, San Isidro",-34.500889,-58.709642,1160079041,cte79041@duff.com.ar,October 2025,2025-10-27
Cliente 79042,"Belgrano 500, Morón",-34.564821,-58.455246,1160079042,cte79042@duff.com.ar,October 2025,2025-10-27
Cliente 79043,"Av. Maipú 300, Vicente López",-34.586408,-58.492832,1160079043,cte79043@duff.com.ar,October 2025,2025-10-27
Cliente 79044,"Av. Calchaquí 2300, Quilmes",-34.414096,-58.416614,1160079044,cte79044@duff.com.ar,October 2025,2025-10-27
Cliente 79045,"Av. Rivadavia 1000, CABA",-34.490334,-58.741507,1160079045,cte79045@duff.com.ar,October 2025,2025-10-27
Cliente 79046,"Ruta 8 Km 30, San Miguel",-34.409757,-58.66815,1160079046,cte79046@duff.com.ar,October 2025,2025-10-27
Cliente 79047,"Calle 12 y 44, La Plata",-34.442317,-58.627688,1160079047,cte79047@duff.com.ar,October 2025,2025-10-27
Cliente 79048,"Belgrano 500, Morón",-34.50743,-58.584241,1160079048,cte79048@duff.com.ar,October 2025,2025-10-27
Cliente 79049,"Av. Libertador 15000, San Isidro",-34.437771,-58.62847,1160079049,cte79049@duff.com.ar,October 2025,2025-10-27
Cliente 79050,"Av. Maipú 300, Vicente López",-34.566514,-58.748836,1160079050,cte79050@duff.com.ar,October 2025,2025-10-27
Cliente 79051,"Av. Calchaquí 2300, Quilmes",-34.588155,-58.511952,1160079051,cte79051@duff.com.ar,October 2025,2025-10-27
Cliente 79052,"Av. Hipólito Yrigoyen 16000, Lomas",-34.413916,-58.605468,1160079052,cte79052@duff.com.ar,October 2025,2025-10-27
Cliente 79053,"Calle 12 y 44, La Plata",-34.525394,-58.602621,1160079053,cte79053@duff.com.ar,October 2025,2025-10-27
Cliente 79054,"Av. Corrientes 1234, CABA",-34.453501,-58.406493,1160079054,cte79054@duff.com.ar,October 2025,2025-10-27
Cliente 79055,"Belgrano 500, Morón",-34.554014,-58.612214,1160079055,cte79055@duff.com.ar,October 2025,2025-10-27
Cliente 79056,"San Martín 800, Lanús",-34.551586,-58.457419,1160079056,cte79056@duff.com.ar,October 2025,2025-10-27
Cliente 79057,"Av. Hipólito Yrigoyen 16000, Lomas",-34.539147,-58.609041,1160079057,cte79057@duff.com.ar,October 2025,2025-10-27
Cliente 79058,"Av. Libertador 15000, San Isidro",-34.404873,-58.515515,1160079058,cte79058@duff.com.ar,October 2025,2025-10-27
Cliente 79059,"Av. Santa Fe 2300, Palermo",-34.505598,-58.647379,1160079059,cte79059@duff.com.ar,October 2025,2025-10-27
Cliente 79060,"Av. Corrientes 1234, CABA",-34.527026,-58.674623,1160079060,cte79060@duff.com.ar,October 2025,2025-10-27
Cliente 79061,"San Martín 800, Lanús",-34.559575,-58.390965,1160079061,cte79061@duff.com.ar,October 2025,2025-10-27
Cliente 79062,"Av. Libertador 15000, San Isidro",-34.415897,-58.390362,1160079062,cte79062@duff.com.ar,October 2025,2025-10-27
Cliente 79063,"Av. Calchaquí 2300, Quilmes",-34.519028,-58.516578,1160079063,cte79063@duff.com.ar,October 2025,2025-10-27
Cliente 79064,"Av. Rivadavia 1000, CABA",-34.479985,-58.547949,1160079064,cte79064@duff.com.ar,October 2025,2025-10-27
Cliente 79065,"Av. Hipólito Yrigoyen 16000, Lomas",-34.535184,-58.613354,1160079065,cte79065@duff.com.ar,October 2025,2025-10-27
Cliente 79066,"Belgrano 500, Morón",-34.406702,-58.419499,1160079066,cte79066@duff.com.ar,October 2025,2025-10-27
Cliente 79067,"Av. Calchaquí 2300, Quilmes",-34.48371,-58.713563,1160079067,cte79067@duff.com.ar,October 2025,2025-10-27
Cliente 79068,"Calle 12 y 44, La Plata",-34.511441,-58.579419,1160079068,cte79068@duff.com.ar,October 2025,2025-10-27
Cliente 79069,"San Martín 800, Lanús",-34.499782,-58.608848,1160079069,cte79069@duff.com.ar,October 2025,2025-10-27
Cliente 79070,"Av. Maipú 300, Vicente López",-34.435514,-58.545856,1160079070,cte79070@duff.com.ar,October 2025,2025-10-27
Cliente 79071,"Av. Santa Fe 2300, Palermo",-34.418248,-58.372628,1160079071,cte79071@duff.com.ar,October 2025,2025-10-27
Cliente 79072,"Av. Rivadavia 1000, CABA",-34.513465,-58.64985,1160079072,cte79072@duff.com.ar,October 2025,2025-10-27
Cliente 79073,"Belgrano 500, Morón",-34.441529,-58.398165,1160079073,cte79073@duff.com.ar,October 2025,2025-10-27
Cliente 79074,"Belgrano 500, Morón",-34.568948,-58.535343,1160079074,cte79074@duff.com.ar,October 2025,2025-10-27
Cliente 79075,"Ruta 8 Km 30, San Miguel",-34.597236,-58.646935,1160079075,cte79075@duff.com.ar,October 2025,2025-10-27
Cliente 79076,"San Martín 800, Lanús",-34.429339,-58.509769,1160079076,cte79076@duff.com.ar,October 2025,2025-10-27
Cliente 79077,"San Martín 800, Lanús",-34.507048,-58.592674,1160079077,cte79077@duff.com.ar,October 2025,2025-10-27
Cliente 79078,"Av. Maipú 300, Vicente López",-34.587043,-58.542739,1160079078,cte79078@duff.com.ar,October 2025,2025-10-27
Cliente 79079,"Av. Calchaquí 2300, Quilmes",-34.41586,-58.492019,1160079079,cte79079@duff.com.ar,October 2025,2025-10-27
Cliente 79080,"San Martín 800, Lanús",-34.526942,-58.463298,1160079080,cte79080@duff.com.ar,October 2025,2025-10-27
Cliente 79081,"Av. Hipólito Yrigoyen 16000, Lomas",-34.479818,-58.594588,1160079081,cte79081@duff.com.ar,October 2025,2025-10-27
Cliente 79082,"Ruta 8 Km 30, San Miguel",-34.554825,-58.603548,1160079082,cte79082@duff.com.ar,October 2025,2025-10-27
Cliente 79083,"Calle 12 y 44, La Plata",-34.481188,-58.499593,1160079083,cte79083@duff.com.ar,October 2025,2025-10-27
Cliente 79084,"Av. Corrientes 1234, CABA",-34.512049,-58.554888,1160079084,cte79084@duff.com.ar,October 2025,2025-10-27
Cliente 79085,"Av. Hipólito Yrigoyen 16000, Lomas",-34.40064,-58.45591,1160079085,cte79085@duff.com.ar,October 2025,2025-10-27
Cliente 79086,"Av. Libertador 15000, San Isidro",-34.52757,-58.525387,1160079086,cte79086@duff.com.ar,October 2025,2025-10-27
Cliente 79087,"Av. Mitre 200, Quilmes",-34.417477,-58.593172,1160079087,cte79087@duff.com.ar,October 2025,2025-10-27
Cliente 79088,"Av. Hipólito Yrigoyen 16000, Lomas",-34.476596,-58.70715,1160079088,cte79088@duff.com.ar,October 2025,2025-10-27
Cliente 79089,"San Martín 800, Lanús",-34.464536,-58.54581,1160079089,cte79089@duff.com.ar,October 2025,2025-10-27
Cliente 79090,"Av. Rivadavia 1000, CABA",-34.474131,-58.728545,1160079090,cte79090@duff.com.ar,October 2025,2025-10-27
Cliente 79091,"Av. Corrientes 1234, CABA",-34.580613,-58.569585,1160079091,cte79091@duff.com.ar,October 2025,2025-10-27
Cliente 79092,"Av. Hipólito Yrigoyen 16000, Lomas",-34.553011,-58.483739,1160079092,cte79092@duff.com.ar,October 2025,2025-10-27
Cliente 79093,"Av. Libertador 15000, San Isidro",-34.558661,-58.676759,1160079093,cte79093@duff.com.ar,October 2025,2025-10-27
Cliente 79094,"Av. Libertador 15000, San Isidro",-34.457394,-58.715896,1160079094,cte79094@duff.com.ar,October 2025,2025-10-27
Cliente 79095,"Av. Rivadavia 1000, CABA",-34.566026,-58.703296,1160079095,cte79095@duff.com.ar,October 2025,2025-10-27
Cliente 79096,"Av. Corrientes 1234, CABA",-34.524958,-58.712477,1160079096,cte79096@duff.com.ar,October 2025,2025-10-27
Cliente 79097,"Av. Corrientes 1234, CABA",-34.475349,-58.375605,1160079097,cte79097@duff.com.ar,October 2025,2025-10-27
Cliente 79098,"Av. Hipólito Yrigoyen 16000, Lomas",-34.541419,-58.735118,1160079098,cte79098@duff.com.ar,October 2025,2025-10-27
Cliente 79099,"Ruta 8 Km 30, San Miguel",-34.471992,-58.616521,1160079099,cte79099@duff.com.ar,October 2025,2025-10-27
Cliente 79100,"Av. Calchaquí 2300, Quilmes",-34.494173,-58.716552,1160079100,cte79100@duff.com.ar,October 2025,2025-10-27
Cliente 79101,"Ruta 8 Km 30, San Miguel",-34.524963,-58.406364,1160079101,cte79101@duff.com.ar,October 2025,2025-10-27
Cliente 79102,"Ruta 8 Km 30, San Miguel",-34.540237,-58.487185,1160079102,cte79102@duff.com.ar,October 2025,2025-10-27
Cliente 79103,"Av. Libertador 15000, San Isidro",-34.452046,-58.635303,1160079103,cte79103@duff.com.ar,October 2025,2025-10-27
Cliente 79104,"Calle 12 y 44, La Plata",-34.448037,-58.539488,1160079104,cte79104@duff.com.ar,October 2025,2025-10-27
Cliente 79105,"Av. Hipólito Yrigoyen 16000, Lomas",-34.533344,-58.660224,1160079105,cte79105@duff.com.ar,October 2025,2025-10-27
Cliente 79106,"Av. Hipólito Yrigoyen 16000, Lomas",-34.54784,-58.63815,1160079106,cte79106@duff.com.ar,October 2025,2025-10-27
Cliente 79107,"Av. Maipú 300, Vicente López",-34.526984,-58.424495,1160079107,cte79107@duff.com.ar,October 2025,2025-10-27
Cliente 79108,"Av. Hipólito Yrigoyen 16000, Lomas",-34.454135,-58.39698,1160079108,cte79108@duff.com.ar,October 2025,2025-10-27
Cliente 79109,"Av. Mitre 200, Quilmes",-34.569686,-58.503086,1160079109,cte79109@duff.com.ar,October 2025,2025-10-27
Cliente 79110,"Ruta 8 Km 30, San Miguel",-34.534526,-58.396591,1160079110,cte79110@duff.com.ar,October 2025,2025-10-27
Cliente 79111,"Av. Corrientes 1234, CABA",-34.5362,-58.428512,1160079111,cte79111@duff.com.ar,October 2025,2025-10-27
Cliente 79112,"Av. Rivadavia 1000, CABA",-34.407975,-58.391479,1160079112,cte79112@duff.com.ar,October 2025,2025-10-27
Cliente 79113,"Calle 12 y 44, La Plata",-34.415525,-58.490191,1160079113,cte79113@duff.com.ar,October 2025,2025-10-27
Cliente 79114,"Av. Hipólito Yrigoyen 16000, Lomas",-34.519559,-58.613283,1160079114,cte79114@duff.com.ar,October 2025,2025-10-27
Cliente 79115,"Av. Libertador 15000, San Isidro",-34.572104,-58.678962,1160079115,cte79115@duff.com.ar,October 2025,2025-10-27
Cliente 79116,"Av. Maipú 300, Vicente López",-34.570547,-58.618731,1160079116,cte79116@duff.com.ar,October 2025,2025-10-27
Cliente 79117,"Av. Maipú 300, Vicente López",-34.491163,-58.424041,1160079117,cte79117@duff.com.ar,October 2025,2025-10-27
Cliente 79118,"Av. Maipú 300, Vicente López",-34.547589,-58.638896,1160079118,cte79118@duff.com.ar,October 2025,2025-10-27
Cliente 79119,"Av. Libertador 15000, San Isidro",-34.51389,-58.744244,1160079119,cte79119@duff.com.ar,October 2025,2025-10-27
Cliente 79120,"Belgrano 500, Morón",-34.568382,-58.458749,1160079120,cte79120@duff.com.ar,October 2025,2025-10-27
Cliente 79121,"Belgrano 500, Morón",-34.533159,-58.690066,1160079121,cte79121@duff.com.ar,October 2025,2025-10-27
Cliente 79122,"Av. Santa Fe 2300, Palermo",-34.428788,-58.48197,1160079122,cte79122@duff.com.ar,October 2025,2025-10-27
Cliente 79123,"Belgrano 500, Morón",-34.545264,-58.381729,1160079123,cte79123@duff.com.ar,October 2025,2025-10-27
Cliente 79124,"Av. Rivadavia 1000, CABA",-34.409617,-58.663578,1160079124,cte79124@duff.com.ar,October 2025,2025-10-27
Cliente 79125,"Av. Libertador 15000, San Isidro",-34.427275,-58.646572,1160079125,cte79125@duff.com.ar,October 2025,2025-10-27
Cliente 79126,"Av. Hipólito Yrigoyen 16000, Lomas",-34.462909,-58.639084,1160079126,cte79126@duff.com.ar,October 2025,2025-10-27
Cliente 79127,"Av. Corrientes 1234, CABA",-34.432194,-58.661722,1160079127,cte79127@duff.com.ar,October 2025,2025-10-27
Cliente 79128,"Av. Libertador 15000, San Isidro",-34.594342,-58.68527,1160079128,cte79128@duff.com.ar,October 2025,2025-10-27
Cliente 79129,"Calle 12 y 44, La Plata",-34.50806,-58.679263,1160079129,cte79129@duff.com.ar,October 2025,2025-10-27
Cliente 79130,"Av. Hipólito Yrigoyen 16000, Lomas",-34.516182,-58.664731,1160079130,cte79130@duff.com.ar,October 2025,2025-10-27
Cliente 79131,"Av. Calchaquí 2300, Quilmes",-34.536341,-58.369052,1160079131,cte79131@duff.com.ar,October 2025,2025-10-27
Cliente 79132,"Av. Hipólito Yrigoyen 16000, Lomas",-34.583489,-58.554125,1160079132,cte79132@duff.com.ar,October 2025,2025-10-27
Cliente 79133,"Av. Santa Fe 2300, Palermo",-34.427238,-58.595086,1160079133,cte79133@duff.com.ar,October 2025,2025-10-27
Cliente 79134,"Av. Libertador 15000, San Isidro",-34.40366,-58.677597,1160079134,cte79134@duff.com.ar,October 2025,2025-10-27
Cliente 79135,"Av. Libertador 15000, San Isidro",-34.591281,-58.733235,1160079135,cte79135@duff.com.ar,October 2025,2025-10-27
Cliente 79136,"Av. Santa Fe 2300, Palermo",-34.474527,-58.597843,1160079136,cte79136@duff.com.ar,October 2025,2025-10-27
Cliente 79137,"Av. Rivadavia 1000, CABA",-34.472255,-58.377436,1160079137,cte79137@duff.com.ar,October 2025,2025-10-27
Cliente 79138,"Av. Mitre 200, Quilmes",-34.45974,-58.426084,1160079138,cte79138@duff.com.ar,October 2025,2025-10-27
Cliente 79139,"Av. Rivadavia 1000, CABA",-34.550766,-58.634588,1160079139,cte79139@duff.com.ar,October 2025,2025-10-27
Cliente 79140,"San Martín 800, Lanús",-34.508109,-58.739694,1160079140,cte79140@duff.com.ar,October 2025,2025-10-27
Cliente 79141,"Av. Maipú 300, Vicente López",-34.508135,-58.45247,1160079141,cte79141@duff.com.ar,October 2025,2025-10-27
Cliente 79142,"Belgrano 500, Morón",-34.524526,-58.492189,1160079142,cte79142@duff.com.ar,October 2025,2025-10-27
Cliente 79143,"San Martín 800, Lanús",-34.551526,-58.53758,1160079143,cte79143@duff.com.ar,October 2025,2025-10-27
Cliente 79144,"Av. Mitre 200, Quilmes",-34.495264,-58.562335,1160079144,cte79144@duff.com.ar,October 2025,2025-10-27
Cliente 79145,"Av. Calchaquí 2300, Quilmes",-34.468048,-58.398824,1160079145,cte79145@duff.com.ar,October 2025,2025-10-27
Cliente 79146,"Av. Calchaquí 2300, Quilmes",-34.427811,-58.734511,1160079146,cte79146@duff.com.ar,October 2025,2025-10-27
Cliente 79147,"Av. Libertador 15000, San Isidro",-34.589028,-58.705587,1160079147,cte79147@duff.com.ar,October 2025,2025-10-27
Cliente 79148,"Av. Rivadavia 1000, CABA",-34.419522,-58.721824,1160079148,cte79148@duff.com.ar,October 2025,2025-10-27
Cliente 79149,"Av. Rivadavia 1000, CABA",-34.482611,-58.495511,1160079149,cte79149@duff.com.ar,October 2025,2025-10-27
Cliente 79150,"Av. Santa Fe 2300, Palermo",-34.480903,-58.456578,1160079150,cte79150@duff.com.ar,October 2025,2025-10-27
Cliente 79151,"Av. Mitre 200, Quilmes",-34.529959,-58.462826,1160079151,cte79151@duff.com.ar,October 2025,2025-10-27
Cliente 79152,"Av. Mitre 200, Quilmes",-34.465757,-58.685615,1160079152,cte79152@duff.com.ar,October 2025,2025-10-27
Cliente 79153,"Av. Maipú 300, Vicente López",-34.502457,-58.423504,1160079153,cte79153@duff.com.ar,October 2025,2025-10-27
Cliente 79154,"Av. Corrientes 1234, CABA",-34.502678,-58.547229,1160079154,cte79154@duff.com.ar,October 2025,2025-10-27
Cliente 79155,"Av. Santa Fe 2300, Palermo",-34.406473,-58.653219,1160079155,cte79155@duff.com.ar,October 2025,2025-10-27
Cliente 79156,"Av. Hipólito Yrigoyen 16000, Lomas",-34.457705,-58.494805,1160079156,cte79156@duff.com.ar,October 2025,2025-10-27
Cliente 79157,"Av. Corrientes 1234, CABA",-34.406801,-58.522539,1160079157,cte79157@duff.com.ar,October 2025,2025-10-27
Cliente 79158,"Ruta 8 Km 30, San Miguel",-34.578635,-58.357893,1160079158,cte79158@duff.com.ar,October 2025,2025-10-27
Cliente 79159,"Av. Libertador 15000, San Isidro",-34.551604,-58.63442,1160079159,cte79159@duff.com.ar,October 2025,2025-10-27
Cliente 79160,"Ruta 8 Km 30, San Miguel",-34.52098,-58.43743,1160079160,cte79160@duff.com.ar,October 2025,2025-10-27
Cliente 79161,"Av. Calchaquí 2300, Quilmes",-34.598544,-58.412516,1160079161,cte79161@duff.com.ar,October 2025,2025-10-27
Cliente 79162,"Av. Rivadavia 1000, CABA",-34.407367,-58.452179,1160079162,cte79162@duff.com.ar,October 2025,2025-10-27
Cliente 79163,"Av. Mitre 200, Quilmes",-34.597369,-58.36754,1160079163,cte79163@duff.com.ar,October 2025,2025-10-27
Cliente 79164,"Belgrano 500, Morón",-34.598394,-58.479698,1160079164,cte79164@duff.com.ar,October 2025,2025-10-27
Cliente 79165,"Av. Calchaquí 2300, Quilmes",-34.599793,-58.628445,1160079165,cte79165@duff.com.ar,October 2025,2025-10-27
Cliente 79166,"Av. Mitre 200, Quilmes",-34.450044,-58.373705,1160079166,cte79166@duff.com.ar,October 2025,2025-10-27
Cliente 79167,"Av. Rivadavia 1000, CABA",-34.594781,-58.419633,1160079167,cte79167@duff.com.ar,October 2025,2025-10-27
Cliente 79168,"Av. Mitre 200, Quilmes",-34.505492,-58.516545,1160079168,cte79168@duff.com.ar,October 2025,2025-10-27
Cliente 79169,"Av. Santa Fe 2300, Palermo",-34.51837,-58.615601,1160079169,cte79169@duff.com.ar,October 2025,2025-10-27
Cliente 79170,"Av. Rivadavia 1000, CABA",-34.563402,-58.605522,1160079170,cte79170@duff.com.ar,October 2025,2025-10-27
Cliente 79171,"Av. Mitre 200, Quilmes",-34.422375,-58.715266,1160079171,cte79171@duff.com.ar,October 2025,2025-10-27
Cliente 79172,"Ruta 8 Km 30, San Miguel",-34.407112,-58.691633,1160079172,cte79172@duff.com.ar,October 2025,2025-10-27
Cliente 79173,"Av. Maipú 300, Vicente López",-34.590456,-58.531925,1160079173,cte79173@duff.com.ar,October 2025,2025-10-27
Cliente 79174,"Av. Mitre 200, Quilmes",-34.400109,-58.432428,1160079174,cte79174@duff.com.ar,October 2025,2025-10-27
Cliente 79175,"Av. Corrientes 1234, CABA",-34.516151,-58.43197,1160079175,cte79175@duff.com.ar,October 2025,2025-10-27
Cliente 79176,"Av. Mitre 200, Quilmes",-34.433202,-58.65527,1160079176,cte79176@duff.com.ar,October 2025,2025-10-27
Cliente 79177,"Av. Hipólito Yrigoyen 16000, Lomas",-34.590632,-58.386937,1160079177,cte79177@duff.com.ar,October 2025,2025-10-27
Cliente 79178,"Av. Libertador 15000, San Isidro",-34.557315,-58.553538,1160079178,cte79178@duff.com.ar,October 2025,2025-10-27
Cliente 79179,"Av. Mitre 200, Quilmes",-34.555351,-58.60741,1160079179,cte79179@duff.com.ar,October 2025,2025-10-27
Cliente 79180,"Av. Corrientes 1234, CABA",-34.472181,-58.53038,1160079180,cte79180@duff.com.ar,October 2025,2025-10-27
Cliente 79181,"San Martín 800, Lanús",-34.413129,-58.598878,1160079181,cte79181@duff.com.ar,October 2025,2025-10-27
Cliente 79182,"Av. Libertador 15000, San Isidro",-34.511177,-58.747749,1160079182,cte79182@duff.com.ar,October 2025,2025-10-27
Cliente 79183,"Belgrano 500, Morón",-34.542708,-58.459339,1160079183,cte79183@duff.com.ar,October 2025,2025-10-27
Cliente 79184,"Ruta 8 Km 30, San Miguel",-34.456591,-58.679408,1160079184,cte79184@duff.com.ar,October 2025,2025-10-27
Cliente 79185,"Av. Libertador 15000, San Isidro",-34.402959,-58.569516,1160079185,cte79185@duff.com.ar,October 2025,2025-10-27
Cliente 79186,"Av. Rivadavia 1000, CABA",-34.5481,-58.459033,1160079186,cte79186@duff.com.ar,October 2025,2025-10-27
Cliente 79187,"Av. Maipú 300, Vicente López",-34.479285,-58.568517,1160079187,cte79187@duff.com.ar,October 2025,2025-10-27
Cliente 79188,"Av. Santa Fe 2300, Palermo",-34.438648,-58.501935,1160079188,cte79188@duff.com.ar,October 2025,2025-10-27
Cliente 79189,"Av. Santa Fe 2300, Palermo",-34.406476,-58.417851,1160079189,cte79189@duff.com.ar,October 2025,2025-10-27
Cliente 79190,"Av. Calchaquí 2300, Quilmes",-34.49034,-58.492374,1160079190,cte79190@duff.com.ar,October 2025,2025-10-27
Cliente 79191,"Av. Libertador 15000, San Isidro",-34.495668,-58.569225,1160079191,cte79191@duff.com.ar,October 2025,2025-10-27
Cliente 79192,"Av. Santa Fe 2300, Palermo",-34.466421,-58.658417,1160079192,cte79192@duff.com.ar,October 2025,2025-10-27
Cliente 79193,"Av. Corrientes 1234, CABA",-34.543067,-58.666884,1160079193,cte79193@duff.com.ar,October 2025,2025-10-27
Cliente 79194,"Belgrano 500, Morón",-34.482319,-58.38762,1160079194,cte79194@duff.com.ar,October 2025,2025-10-27
Cliente 79195,"Av. Santa Fe 2300, Palermo",-34.407671,-58.675237,1160079195,cte79195@duff.com.ar,October 2025,2025-10-27
Cliente 79196,"Av. Hipólito Yrigoyen 16000, Lomas",-34.555122,-58.558472,1160079196,cte79196@duff.com.ar,October 2025,2025-10-27
Cliente 79197,"Av. Libertador 15000, San Isidro",-34.480835,-58.552337,1160079197,cte79197@duff.com.ar,October 2025,2025-10-27
Cliente 79198,"Ruta 8 Km 30, San Miguel",-34.540515,-58.465949,1160079198,cte79198@duff.com.ar,October 2025,2025-10-27
Cliente 79199,"Belgrano 500, Morón",-34.564087,-58.713941,1160079199,cte79199@duff.com.ar,October 2025,2025-10-27
Cliente 79200,"Belgrano 500, Morón",-34.55796,-58.392573,1160079200,cte79200@duff.com.ar,October 2025,2025-10-27
Cliente 79201,"Av. Hipólito Yrigoyen 16000, Lomas",-34.559333,-58.566135,1160079201,cte79201@duff.com.ar,October 2025,2025-10-27
